PercentOfBone,A,normA,IAP,IML,normIAP,normIML
0.00293255131964809,0.025808,0.160648685024186,2.801026e-05,7.32512e-05,0.0727493780881151,0.092513196295303
0.00439882697947214,0.077424,0.278251684631019,0.0003625102,0.00076997,0.13798442168556,0.166578309762347
0.00586510263929619,0.316148,0.56227039758465,0.12486,0.12486,0.594436998534162,0.594436998534162
0.00733137829912024,1.283948,1.13311429255835,0.74916,1.4567,0.930344180230864,1.09860742539856
0.00879765395894428,3.051796,1.74693903728779,1.4567,4.45334,1.09860742539856,1.45268503757882
0.0102639296187683,4.38736,2.09460258760463,2.03938,6.07652,1.19501825333423,1.57005090267861
0.0117302052785924,5.1616,2.27191549138607,2.4972,6.6592,1.25708120035177,1.60640672888478
0.0131964809384164,5.922936,2.43370828161471,3.07988,7.20026,1.32474853801485,1.63808730557986
0.0146627565982405,6.761696,2.60032613339173,3.78742,7.78294,1.39503745186088,1.67026707653294
0.0161290322580645,7.561744,2.74986254201915,4.74468,8.36562,1.47588232530136,1.70068755346303
0.0175953079178886,8.3876,2.89613535595283,5.99328,8.90668,1.56464617221658,1.72754338254673
0.0190615835777126,9.123128,3.02045162186055,7.61646,9.3645,1.66126261335576,1.74932760090556
0.0205278592375367,9.736068,3.12026729624242,9.5726,9.7807,1.75896613424838,1.76844877502254
0.0219941348973607,10.245776,3.20090237276928,12.02818,9.90556,1.8623014424797,1.77406594085219
0.0234604105571848,10.671608,3.26674272020311,14.7751,9.94718,1.96057114806034,1.77592652646177
0.0249266862170088,10.884524,3.29917019870149,16.98096,9.86394,2.02997439382916,1.77219948278095
0.0263929618768328,11.078084,3.32837557976861,19.18682,9.73908,2.09291095056534,1.76656443694461
0.0278592375366569,11.187768,3.34481210234596,20.85162,9.73908,2.13690369704699,1.76656443694461
0.0293255131964809,11.020016,3.31964094443962,20.97648,9.7807,2.1400954963777,1.76844877502254
0.030791788856305,10.820004,3.28937744869755,20.72676,9.82232,2.1336975309335,1.77032710881703
0.032258064516129,10.555472,3.24891858931553,20.31056,9.7807,2.12290458229161,1.76844877502254
0.0337243401759531,10.29094,3.20794950084941,19.81112,9.65584,2.10973183934543,1.76277756750216
0.0351906158357771,10.052216,3.17052298525023,19.27006,9.61422,2.09517723536927,1.76087494458166
0.0366568914956012,9.832848,3.13573723388934,18.81224,9.53098,2.08262044569314,1.75705108934704
0.0381231671554252,9.658644,3.10783590300389,18.43766,9.44774,2.07217509887782,1.75320210437366
0.0395894428152493,9.503796,3.08282273249696,18.06308,9.40612,2.06156936209926,1.75126806711745
0.0410557184750733,9.381208,3.06287577286445,17.77174,9.3645,2.05320582513989,1.74932760090556
0.0425219941348974,9.219908,3.0364301408068,17.39716,9.23964,2.0423002448433,1.74346712457815
0.0439882697947214,9.110224,3.01831476158468,17.18906,9.19802,2.03616529946719,1.74150043546449
0.0454545454545455,9.0328,3.00546169498132,17.10582,9.11478,2.03369571905991,1.73754694700359
0.0469208211143695,8.948924,2.99147522135818,16.98096,9.03154,2.02997439382916,1.73356628638616
0.0483870967741935,8.93602,2.98931764789224,17.02258,8.90668,2.03121710906913,1.72754338254673
0.0498533724340176,8.890856,2.9817538463126,17.0642,8.7402,2.03245754757642,1.71941354104531
0.0513196480938416,8.884404,2.98067173637085,17.10582,8.57372,2.03369571905991,1.71116671561367
0.0527859237536657,8.819884,2.96982895130342,16.93934,8.40724,2.0287293920821,1.70279890148028
0.0542521994134897,8.761816,2.96003648626161,16.98096,8.24076,2.02997439382916,1.69430587412719
0.0557184750733138,8.748912,2.95785598026679,16.93934,8.1159,2.0287293920821,1.68785125824329
0.0571847507331378,8.697296,2.94911783420059,16.77286,7.99104,2.02372632220847,1.68132173060673
0.0586510263929619,8.64568,2.94035372021803,16.60638,7.86618,2.01868586882255,1.67471523063252
0.0601173020527859,8.600516,2.93266363567321,16.35666,7.74132,2.01105364951529,1.66802960724205
0.06158357771261,8.535996,2.9216426886257,16.14856,7.65808,2.00462642239184,1.66352746198616
0.063049853372434,8.497284,2.91501012005104,15.98208,7.53322,1.99943976464622,1.65670492264276
0.0645161290322581,8.465024,2.90947142965866,15.73236,7.44998,1.99158326787161,1.65210930300397
0.0659824046920821,8.432764,2.90392217526572,15.52426,7.36674,1.98496442171011,1.6474750096653
0.0674486803519062,8.361792,2.89167633043534,15.27454,7.24188,1.97693338278801,1.64044936983369
0.0689149560117302,8.32308,2.88497486990788,15.02482,7.15864,1.96880325833588,1.63571497885534
0.0703812316715543,8.265012,2.87489338932768,14.81672,6.99216,1.96195037589042,1.62612092885004
0.0718475073313783,8.232752,2.86927726091432,14.60862,6.90892,1.95502492235218,1.62125952638997
0.0733137829912024,8.200492,2.86365011829308,14.40052,6.78406,1.94802507879121,1.61388438662251
0.0747800586510264,8.116616,2.84896753228253,14.06756,6.6592,1.93666584778778,1.60640672888478
0.0762463343108504,8.103712,2.84670195138163,13.90108,6.57596,1.93091046217295,1.60136300343719
0.0777126099706745,8.071452,2.84103009487756,13.69298,6.4511,1.9236430752066,1.5937068654229
0.0791788856304985,8.045644,2.83648444381421,13.5265,6.36786,1.91776928733257,1.58854081086282
0.0806451612903226,8.026288,2.83307041917422,13.3184,6.28462,1.91035031157802,1.58332385762014
0.0821114369501466,7.929508,2.81593820954935,13.06868,6.15976,1.90133188362239,1.57540038699671
0.0835777126099707,7.916604,2.81364603317475,12.94382,6.07652,1.89677412359765,1.57005090267861
0.0850439882697947,7.877892,2.80675827245597,12.81896,5.99328,1.8921832691489,1.56464617221658
0.0865102639296188,7.864988,2.80445859302647,12.6941,5.95166,1.88755875408323,1.56192266986113
0.0879765395894428,7.826276,2.79754821227446,12.52762,5.86842,1.88133936557608,1.55643252281524
0.0894428152492669,7.80692,2.79408661283075,12.40276,5.78518,1.87663401977926,1.55088365545383
0.0909090909090909,7.768208,2.78715051620827,12.23628,5.70194,1.87030464119952,1.5452745810986
0.092375366568915,7.768208,2.78715051620827,12.11142,5.66032,1.8655150893623,1.54244698539035
0.093841642228739,7.735948,2.78135722265228,11.94494,5.6187,1.85907107222324,1.53960375305361
0.095307917888563,7.703688,2.77555183702268,11.73684,5.53546,1.85092063015352,1.53386956125196
0.0967741935483871,7.684332,2.77206276985208,11.61198,5.49384,1.84597820785961,1.53097818258925
0.0982404692082111,7.690784,2.7732262799851,11.48712,5.45222,1.84099576510504,1.52807032866159
0.0997067448680352,7.684332,2.77206276985208,11.40388,5.4106,1.8376515264753,1.52514577874404
0.101173020527859,7.664976,2.76856930561617,11.2374,5.36898,1.83090773741624,1.52220430742887
0.102639296187683,7.658524,2.76740383753438,11.11254,5.36898,1.82580055312082,1.52220430742887
0.104105571847507,7.64562,2.76507142764884,10.98768,5.32736,1.82065014764908,1.51924568448902
0.105571847507331,7.639168,2.76390448460145,10.86282,5.28574,1.81545565777873,1.5162696747365
0.107038123167155,7.619812,2.76040069555128,10.69634,5.28574,1.80845955210128,1.5162696747365
0.108504398826979,7.594004,2.7557220469416,10.57148,5.24412,1.80315868545951,1.51327603787546
0.109970674486804,7.568196,2.75103544142928,10.405,5.2025,1.79601732264972,1.51026452834972
0.111436950146628,7.555292,2.74868914211848,10.28014,5.16088,1.79060485331133,1.50723489518446
0.112903225806452,7.542388,2.74634083827918,10.15528,5.11926,1.7851428531747,1.50418688182187
0.114369501466276,7.535936,2.74516593305396,10.03042,5.11926,1.77963025153293,1.50418688182187
0.1158357771261,7.510128,2.74046127504112,9.90556,5.03602,1.77406594085219,1.49803465932734
0.117302052785924,7.490772,2.73692747437706,9.7807,4.9944,1.76844877502254,1.49492990759448
0.118768328445748,7.477868,2.73456907025586,9.69746,4.9944,1.76467404960709,1.49492990759448
0.120234604105572,7.464964,2.7322086303941,9.61422,4.95278,1.76087494458166,1.49180569008632
0.121700879765396,7.45206,2.72984614951099,9.53098,4.91116,1.75705108934704,1.48866171963071
0.12316715542522,7.426252,2.72511504344312,9.40612,4.86954,1.75126806711745,1.48549770234142
0.124633431085044,7.426252,2.72511504344312,9.3645,4.82792,1.74932760090556,1.48231333740223
0.126099706744868,7.4198,2.72393098297295,9.28126,4.7863,1.74542718065175,1.47910831684215
0.127565982404692,7.426252,2.72511504344312,9.23964,4.7863,1.74346712457815,1.47910831684215
0.129032258064516,7.445608,2.72866414202994,9.1564,4.7863,1.73952706069713,1.47910831684215
0.13049853372434,7.439156,2.72748162230289,9.11478,4.74468,1.73754694700359,1.47588232530136
0.131964809384164,7.45206,2.72984614951099,9.07316,4.74468,1.73556004044134,1.47588232530136
